track	rbp_name	chr	start	end	score	location
encRegTfbsClustered	SP1	chr17	17720029	17720369	232	gene_body
encRegTfbsClustered	RXRA	chr17	17720061	17720357	186	gene_body
encRegTfbsClustered	FOXA2	chr17	17720072	17720336	982	gene_body
encRegTfbsClustered	FOXA1	chr17	17720076	17720312	1000	gene_body
encRegTfbsClustered	CTCF	chr17	17720261	17720665	140	gene_body
encRegTfbsClustered	STAT5A	chr17	17720510	17721106	391	gene_body
encRegTfbsClustered	EZH2	chr17	17721155	17721311	370	gene_body
encRegTfbsClustered	SUZ12	chr17	17721354	17724849	1000	gene_body
encRegTfbsClustered	EZH2	chr17	17721631	17723630	748	gene_body
encRegTfbsClustered	ZNF24	chr17	17721994	17722590	309	gene_body
encRegTfbsClustered	EGR1	chr17	17722157	17722421	1000	gene_body
encRegTfbsClustered	ZBTB33	chr17	17722157	17722477	499	gene_body
encRegTfbsClustered	ASH2L	chr17	17722287	17723067	406	gene_body
encRegTfbsClustered	AGO2	chr17	17722319	17723082	453	gene_body
encRegTfbsClustered	KDM4A	chr17	17722347	17723272	417	gene_body
encRegTfbsClustered	TAF15	chr17	17722392	17722888	437	gene_body
encRegTfbsClustered	MXI1	chr17	17722393	17724369	421	gene_body
encRegTfbsClustered	SMC3	chr17	17722394	17722906	392	gene_body
encRegTfbsClustered	CTCF	chr17	17722438	17723033	256	gene_body
encRegTfbsClustered	RAD21	chr17	17722527	17722850	203	gene_body
encRegTfbsClustered	TAF1	chr17	17722563	17722993	391	gene_body
encRegTfbsClustered	ZNF143	chr17	17722610	17722900	534	gene_body
encRegTfbsClustered	FOSL1	chr17	17722627	17722843	562	gene_body
encRegTfbsClustered	ZBTB33	chr17	17722717	17722925	277	gene_body
encRegTfbsClustered	POLR2A	chr17	17722890	17724954	835	gene_body
encRegTfbsClustered	HDAC2	chr17	17722985	17723449	149	gene_body
encRegTfbsClustered	ZHX2	chr17	17722993	17723493	415	gene_body
encRegTfbsClustered	BCL3	chr17	17723041	17723385	862	gene_body
encRegTfbsClustered	PBX3	chr17	17723128	17723344	128	gene_body
encRegTfbsClustered	RCOR1	chr17	17723172	17723512	530	gene_body
encRegTfbsClustered	ZNF263	chr17	17723196	17723780	97	gene_body
encRegTfbsClustered	SIN3A	chr17	17723319	17724175	261	gene_body
encRegTfbsClustered	ZBTB33	chr17	17723369	17723643	270	gene_body
encRegTfbsClustered	RBBP5	chr17	17723456	17724643	409	gene_body
encRegTfbsClustered	AGO2	chr17	17723508	17724383	312	gene_body
encRegTfbsClustered	HDAC6	chr17	17723667	17724364	1000	gene_body
encRegTfbsClustered	ASH2L	chr17	17723668	17724971	444	gene_body
encRegTfbsClustered	YY1	chr17	17723683	17724114	268	gene_body
encRegTfbsClustered	GATAD2B	chr17	17723688	17724208	495	gene_body
encRegTfbsClustered	MNT	chr17	17723739	17724189	110	gene_body
encRegTfbsClustered	SMC3	chr17	17723758	17724004	165	gene_body
encRegTfbsClustered	CLOCK	chr17	17723765	17724185	220	gene_body
encRegTfbsClustered	BACH1	chr17	17723767	17724083	315	gene_body
encRegTfbsClustered	CTBP1	chr17	17723785	17724201	403	gene_body
encRegTfbsClustered	RB1	chr17	17723869	17724279	681	gene_body
encRegTfbsClustered	EZH2	chr17	17723929	17724600	586	gene_body
encRegTfbsClustered	RNF2	chr17	17724169	17724919	169	gene_body
encRegTfbsClustered	POU2F2	chr17	17724179	17724489	411	gene_body
encRegTfbsClustered	NBN	chr17	17724205	17724789	286	gene_body
encRegTfbsClustered	RELB	chr17	17724225	17724825	229	gene_body
encRegTfbsClustered	ZNF384	chr17	17724235	17724551	330	gene_body
encRegTfbsClustered	MTA2	chr17	17724267	17725030	153	gene_body
encRegTfbsClustered	DPF2	chr17	17724363	17724943	408	gene_body
encRegTfbsClustered	IKZF2	chr17	17724391	17724981	423	gene_body
encRegTfbsClustered	RUNX3	chr17	17724396	17724532	345	gene_body
encRegTfbsClustered	ZNF143	chr17	17724398	17724822	33	gene_body
encRegTfbsClustered	MEF2B	chr17	17724409	17724944	953	gene_body
encRegTfbsClustered	ZFX	chr17	17724416	17725052	125	gene_body
encRegTfbsClustered	IKZF1	chr17	17724418	17724899	984	gene_body
encRegTfbsClustered	SIN3A	chr17	17724430	17724946	263	gene_body
encRegTfbsClustered	GATAD2B	chr17	17724432	17724952	653	gene_body
encRegTfbsClustered	YY1	chr17	17724492	17724873	207	gene_body
encRegTfbsClustered	BHLHE40	chr17	17724534	17724934	93	gene_body
encRegTfbsClustered	ETV6	chr17	17724563	17724979	539	gene_body
encRegTfbsClustered	ELF1	chr17	17724601	17725045	153	gene_body
encRegTfbsClustered	EED	chr17	17724604	17724841	573	gene_body
encRegTfbsClustered	CTCF	chr17	17724613	17724957	227	gene_body
encRegTfbsClustered	KDM4A	chr17	17724614	17726139	111	gene_body
encRegTfbsClustered	EBF1	chr17	17724629	17724782	1000	gene_body
encRegTfbsClustered	EGR1	chr17	17724663	17724927	568	gene_body
encRegTfbsClustered	NR2F2	chr17	17724742	17724905	672	gene_body
encRegTfbsClustered	MXI1	chr17	17725059	17725659	136	gene_body
encRegTfbsClustered	CREB1	chr17	17725134	17725544	36	gene_body
encRegTfbsClustered	POLR2A	chr17	17725140	17725945	418	gene_body
encRegTfbsClustered	SMC3	chr17	17725153	17725683	126	gene_body
encRegTfbsClustered	GATA3	chr17	17725167	17725643	139	gene_body
encRegTfbsClustered	NCOA3	chr17	17725216	17725540	194	gene_body
encRegTfbsClustered	NR2F2	chr17	17725225	17725527	1000	gene_body
encRegTfbsClustered	RBBP5	chr17	17725375	17726019	492	gene_body
encRegTfbsClustered	EZH2	chr17	17725390	17726226	300	gene_body
encRegTfbsClustered	JUND	chr17	17725400	17725676	216	gene_body
encRegTfbsClustered	EGR1	chr17	17725546	17725810	358	gene_body
encRegTfbsClustered	SUZ12	chr17	17725773	17726824	595	gene_body
encRegTfbsClustered	IKZF1	chr17	17725899	17726744	92	gene_body
encRegTfbsClustered	MAX	chr17	17725926	17726667	373	gene_body
encRegTfbsClustered	RAD21	chr17	17725969	17726365	130	gene_body
encRegTfbsClustered	NR2F2	chr17	17725971	17726373	1000	gene_body
encRegTfbsClustered	ZFX	chr17	17726149	17726785	128	gene_body
encRegTfbsClustered	PKNOX1	chr17	17726382	17726762	31	gene_body
encRegTfbsClustered	EZH2	chr17	17726890	17727477	337	gene_body
encRegTfbsClustered	RBM25	chr17	17727143	17727503	354	gene_body
encRegTfbsClustered	ZMYM3	chr17	17727212	17727588	361	gene_body
encRegTfbsClustered	KDM1A	chr17	17727342	17727928	1000	gene_body
encRegTfbsClustered	GATA3	chr17	17727543	17728019	125	gene_body
encRegTfbsClustered	MXI1	chr17	17727789	17728389	183	gene_body
encRegTfbsClustered	POLR2A	chr17	17727878	17729345	268	gene_body
encRegTfbsClustered	SMARCA4	chr17	17728035	17728319	623	gene_body
encRegTfbsClustered	FOXA1	chr17	17728567	17728957	201	gene_body
encRegTfbsClustered	MAFK	chr17	17728586	17728966	316	gene_body
encRegTfbsClustered	ATF7	chr17	17728594	17729004	150	gene_body
encRegTfbsClustered	DPF2	chr17	17728598	17728998	297	gene_body
encRegTfbsClustered	CTBP1	chr17	17728617	17729233	374	gene_body
encRegTfbsClustered	ESRRA	chr17	17728655	17728991	311	gene_body
encRegTfbsClustered	GATA3	chr17	17728659	17729135	133	gene_body
encRegTfbsClustered	RCOR1	chr17	17728688	17729048	231	gene_body
encRegTfbsClustered	CLOCK	chr17	17728717	17729327	366	gene_body
encRegTfbsClustered	MTA1	chr17	17728741	17729085	174	gene_body
encRegTfbsClustered	ZNF217	chr17	17728742	17729232	192	gene_body
encRegTfbsClustered	ZFX	chr17	17728750	17729571	266	gene_body
encRegTfbsClustered	SIN3A	chr17	17728763	17729279	289	gene_body
encRegTfbsClustered	JUND	chr17	17728767	17729243	580	gene_body
encRegTfbsClustered	MNT	chr17	17728771	17729421	266	gene_body
encRegTfbsClustered	CREB1	chr17	17728790	17729200	69	gene_body
encRegTfbsClustered	FOSL2	chr17	17728830	17729234	505	gene_body
encRegTfbsClustered	ZNF687	chr17	17728831	17729255	553	gene_body
encRegTfbsClustered	ZNF592	chr17	17728834	17729210	420	gene_body
encRegTfbsClustered	FOS	chr17	17728860	17729214	957	gene_body
encRegTfbsClustered	MBD2	chr17	17728901	17729277	361	gene_body
encRegTfbsClustered	MYC	chr17	17728901	17729252	839	gene_body
encRegTfbsClustered	CTCF	chr17	17728908	17729098	91	gene_body
encRegTfbsClustered	CTCF	chr17	17729440	17730367	1000	gene_body
encRegTfbsClustered	SIN3A	chr17	17729568	17730188	545	gene_body
encRegTfbsClustered	RAD21	chr17	17729583	17730135	1000	gene_body
encRegTfbsClustered	XRCC5	chr17	17729602	17730086	812	gene_body
encRegTfbsClustered	SMC3	chr17	17729605	17730120	768	gene_body
encRegTfbsClustered	SKI	chr17	17729619	17730069	207	gene_body
encRegTfbsClustered	ZNF444	chr17	17729621	17730276	220	gene_body
encRegTfbsClustered	ZNF143	chr17	17729629	17730053	500	gene_body
encRegTfbsClustered	ZEB2	chr17	17729632	17730102	268	gene_body
encRegTfbsClustered	TRIM22	chr17	17729633	17730077	471	gene_body
encRegTfbsClustered	BHLHE40	chr17	17729653	17730053	90	gene_body
encRegTfbsClustered	TFAP4	chr17	17729655	17730025	267	gene_body
encRegTfbsClustered	ZNF687	chr17	17729664	17730088	377	gene_body
encRegTfbsClustered	PKNOX1	chr17	17729666	17730066	33	gene_body
encRegTfbsClustered	CREM	chr17	17729670	17730261	227	gene_body
encRegTfbsClustered	MYC	chr17	17729679	17729983	319	gene_body
encRegTfbsClustered	REST	chr17	17729689	17730179	131	gene_body
encRegTfbsClustered	USF1	chr17	17729731	17729971	250	gene_body
encRegTfbsClustered	NR2F2	chr17	17730000	17730490	331	gene_body
encRegTfbsClustered	ZFX	chr17	17730164	17730800	136	gene_body
encRegTfbsClustered	CTCF	chr17	17730977	17731301	109	gene_body
encRegTfbsClustered	MYC	chr17	17731010	17731314	354	gene_body
encRegTfbsClustered	ESR1	chr17	17731024	17731324	937	gene_body
encRegTfbsClustered	NCOA3	chr17	17731028	17731352	129	gene_body
encRegTfbsClustered	KDM1A	chr17	17731889	17732559	505	gene_body
encRegTfbsClustered	RBM25	chr17	17731959	17732319	270	gene_body
encRegTfbsClustered	ZMYM3	chr17	17731988	17732364	314	gene_body
encRegTfbsClustered	FOS	chr17	17732246	17732666	89	gene_body
encRegTfbsClustered	CTCF	chr17	17732537	17733166	276	gene_body
encRegTfbsClustered	FOSL2	chr17	17733251	17733655	477	gene_body
encRegTfbsClustered	FOS	chr17	17733271	17733699	414	gene_body
encRegTfbsClustered	STAT3	chr17	17733326	17733642	251	gene_body
encRegTfbsClustered	RCOR1	chr17	17733328	17733668	602	gene_body
encRegTfbsClustered	JUND	chr17	17733343	17733633	443	gene_body
encRegTfbsClustered	REST	chr17	17733371	17734067	159	gene_body
encRegTfbsClustered	IKZF1	chr17	17734731	17735321	202	gene_body
encRegTfbsClustered	NBN	chr17	17734845	17735429	333	gene_body
encRegTfbsClustered	ZNF384	chr17	17734866	17735182	678	gene_body
encRegTfbsClustered	ATF7	chr17	17734867	17735377	145	gene_body
encRegTfbsClustered	REST	chr17	17734880	17735156	154	gene_body
encRegTfbsClustered	MLLT1	chr17	17734909	17735485	124	gene_body
encRegTfbsClustered	ARNT	chr17	17736482	17737068	1000	gene_body
encRegTfbsClustered	NFRKB	chr17	17736546	17736904	995	gene_body
encRegTfbsClustered	CTCF	chr17	17737813	17738193	73	gene_body
encRegTfbsClustered	ZNF687	chr17	17737881	17738305	306	gene_body
encRegTfbsClustered	ZNF592	chr17	17737966	17738342	386	gene_body
encRegTfbsClustered	MYC	chr17	17738306	17738610	277	gene_body
encRegTfbsClustered	POLR2A	chr17	17738318	17739324	214	gene_body
encRegTfbsClustered	NR3C1	chr17	17738322	17738626	477	gene_body
encRegTfbsClustered	JUND	chr17	17738385	17738661	143	gene_body
encRegTfbsClustered	SP1	chr17	17738411	17738542	247	gene_body
encRegTfbsClustered	TAF1	chr17	17738466	17739310	160	gene_body
encRegTfbsClustered	HDAC2	chr17	17738544	17739004	461	gene_body
encRegTfbsClustered	KDM1A	chr17	17738597	17739033	525	gene_body
encRegTfbsClustered	SIN3A	chr17	17738614	17739234	462	gene_body
encRegTfbsClustered	YY1	chr17	17738669	17739193	257	gene_body
encRegTfbsClustered	STAT3	chr17	17738815	17739131	802	gene_body
encRegTfbsClustered	FOSL2	chr17	17738930	17739334	218	gene_body
encRegTfbsClustered	FOS	chr17	17738968	17739212	257	gene_body
encRegTfbsClustered	BHLHE40	chr17	17738998	17739282	217	gene_body
encRegTfbsClustered	MYC	chr17	17739084	17739212	789	gene_body
encRegTfbsClustered	GATA2	chr17	17739235	17739639	327	gene_body
encRegTfbsClustered	CTCF	chr17	17739516	17740383	152	gene_body
encRegTfbsClustered	NR2F1	chr17	17739580	17740070	256	gene_body
encRegTfbsClustered	ZNF592	chr17	17739619	17740203	185	gene_body
encRegTfbsClustered	ESRRA	chr17	17739654	17740118	919	gene_body
encRegTfbsClustered	POLR2A	chr17	17739665	17740223	163	gene_body
encRegTfbsClustered	NR2F2	chr17	17739674	17740058	289	gene_body
encRegTfbsClustered	CBFA2T3	chr17	17739678	17740082	67	gene_body
encRegTfbsClustered	DPF2	chr17	17739678	17740248	239	gene_body
encRegTfbsClustered	MTA3	chr17	17739681	17740406	321	gene_body
encRegTfbsClustered	CBFA2T2	chr17	17739684	17740054	65	gene_body
encRegTfbsClustered	NFIC	chr17	17739686	17740130	62	gene_body
encRegTfbsClustered	ARID1B	chr17	17739691	17740215	127	gene_body
encRegTfbsClustered	NR2F6	chr17	17739692	17740132	360	gene_body
encRegTfbsClustered	YY1	chr17	17739717	17740241	181	gene_body
encRegTfbsClustered	XRCC5	chr17	17739726	17740210	429	gene_body
encRegTfbsClustered	MXI1	chr17	17739746	17740230	365	gene_body
encRegTfbsClustered	FOS	chr17	17739747	17740147	752	gene_body
encRegTfbsClustered	PRDM10	chr17	17739758	17740162	26	gene_body
encRegTfbsClustered	JUND	chr17	17739764	17740160	1000	gene_body
encRegTfbsClustered	SMARCA4	chr17	17739770	17740054	767	gene_body
encRegTfbsClustered	MYC	chr17	17739776	17740192	1000	gene_body
encRegTfbsClustered	BCL3	chr17	17739786	17740130	492	gene_body
encRegTfbsClustered	ATF3	chr17	17739786	17740112	401	gene_body
encRegTfbsClustered	RCOR1	chr17	17739788	17740152	389	gene_body
encRegTfbsClustered	CREM	chr17	17739790	17740090	181	gene_body
encRegTfbsClustered	NR3C1	chr17	17739791	17740128	466	gene_body
encRegTfbsClustered	JUN	chr17	17739806	17740102	408	gene_body
encRegTfbsClustered	BHLHE40	chr17	17739823	17740107	203	gene_body
encRegTfbsClustered	SP1	chr17	17739825	17740089	722	gene_body
encRegTfbsClustered	FOSL2	chr17	17739825	17740096	1000	gene_body
encRegTfbsClustered	FOSL1	chr17	17739836	17740066	459	gene_body
encRegTfbsClustered	SMC3	chr17	17739840	17740090	150	gene_body
encRegTfbsClustered	EP300	chr17	17739840	17740084	247	gene_body
encRegTfbsClustered	TCF12	chr17	17739859	17740053	564	gene_body
encRegTfbsClustered	MAX	chr17	17739865	17740048	469	gene_body
encRegTfbsClustered	RAD21	chr17	17739873	17740132	139	gene_body
encRegTfbsClustered	MAX	chr17	17740389	17740785	278	gene_body
encRegTfbsClustered	USF2	chr17	17740461	17740785	34	gene_body
encRegTfbsClustered	USF1	chr17	17740501	17740741	255	gene_body
encRegTfbsClustered	SMARCA4	chr17	17740608	17740892	713	gene_body
encRegTfbsClustered	NFATC1	chr17	17740857	17741413	556	gene_body
encRegTfbsClustered	ZBTB33	chr17	17740875	17741331	238	gene_body
encRegTfbsClustered	PBX3	chr17	17741029	17741245	128	gene_body
encRegTfbsClustered	BCL3	chr17	17741057	17741166	1000	gene_body
encRegTfbsClustered	CTCF	chr17	17741231	17742018	546	gene_body
encRegTfbsClustered	EP300	chr17	17741286	17741802	205	gene_body
encRegTfbsClustered	TAF1	chr17	17741346	17742029	249	gene_body
encRegTfbsClustered	POLR2A	chr17	17741391	17741701	253	gene_body
encRegTfbsClustered	RAD21	chr17	17741446	17741682	126	gene_body
encRegTfbsClustered	SMC3	chr17	17741456	17742010	246	gene_body
encRegTfbsClustered	SMARCA4	chr17	17741503	17741787	598	gene_body
encRegTfbsClustered	MXI1	chr17	17741978	17742462	365	gene_body
encRegTfbsClustered	ZNF24	chr17	17742059	17742882	1000	gene_body
encRegTfbsClustered	ZFP91	chr17	17742332	17742650	269	gene_body
encRegTfbsClustered	AGO2	chr17	17743231	17743895	254	gene_body
encRegTfbsClustered	MXI1	chr17	17743378	17743862	842	gene_body
encRegTfbsClustered	USF1	chr17	17743478	17743718	151	gene_body
encRegTfbsClustered	KDM1A	chr17	17743945	17744615	668	gene_body
encRegTfbsClustered	ZMYM3	chr17	17744125	17744501	371	gene_body
encRegTfbsClustered	RBM25	chr17	17744141	17744501	246	gene_body
encRegTfbsClustered	ZNF579	chr17	17745558	17745737	1000	gene_body
encRegTfbsClustered	SMARCA4	chr17	17746192	17746476	583	gene_body
encRegTfbsClustered	MXI1	chr17	17747140	17747624	698	gene_body
encRegTfbsClustered	RCOR1	chr17	17747236	17747600	546	gene_body
encRegTfbsClustered	RAD21	chr17	17747270	17747486	149	gene_body
encRegTfbsClustered	CTCF	chr17	17747274	17747454	100	gene_body
encRegTfbsClustered	CTCF	chr17	17748024	17749570	564	gene_body
encRegTfbsClustered	ZNF143	chr17	17748199	17748489	234	gene_body
encRegTfbsClustered	NFYB	chr17	17748201	17748581	132	gene_body
encRegTfbsClustered	MLLT1	chr17	17748331	17748907	186	gene_body
encRegTfbsClustered	MEF2B	chr17	17748919	17749495	172	gene_body
encRegTfbsClustered	POLR2A	chr17	17748932	17750273	301	gene_body
encRegTfbsClustered	RAD21	chr17	17748942	17749446	112	gene_body
encRegTfbsClustered	SMC3	chr17	17748946	17749476	156	gene_body
encRegTfbsClustered	MXI1	chr17	17748948	17750299	668	gene_body
encRegTfbsClustered	YY1	chr17	17748974	17749306	321	gene_body
encRegTfbsClustered	TBP	chr17	17749042	17749422	401	gene_body
encRegTfbsClustered	EBF1	chr17	17749049	17749369	846	gene_body
encRegTfbsClustered	MTA3	chr17	17749050	17749674	585	gene_body
encRegTfbsClustered	RCOR1	chr17	17749050	17749414	312	gene_body
encRegTfbsClustered	SMARCA4	chr17	17749052	17749336	488	gene_body
encRegTfbsClustered	POU2F2	chr17	17749255	17749565	362	gene_body
encRegTfbsClustered	ETV6	chr17	17749423	17749839	503	gene_body
encRegTfbsClustered	SPI1	chr17	17749475	17749715	305	gene_body
encRegTfbsClustered	SRF	chr17	17749502	17749702	177	gene_body
encRegTfbsClustered	TAF1	chr17	17749725	17750209	206	gene_body
encRegTfbsClustered	IKZF1	chr17	17749810	17750446	332	gene_body
encRegTfbsClustered	TBP	chr17	17749819	17750199	165	gene_body
encRegTfbsClustered	SIN3A	chr17	17749864	17750484	500	gene_body
encRegTfbsClustered	GABPB1	chr17	17749865	17750401	17	gene_body
encRegTfbsClustered	MITF	chr17	17749874	17750399	1000	gene_body
encRegTfbsClustered	ZNF143	chr17	17749899	17750391	1000	gene_body
encRegTfbsClustered	NR2C1	chr17	17749901	17750371	51	gene_body
encRegTfbsClustered	ZEB2	chr17	17749905	17750375	384	gene_body
encRegTfbsClustered	ELF4	chr17	17749906	17750366	305	gene_body
encRegTfbsClustered	MAX	chr17	17749916	17750363	422	gene_body
encRegTfbsClustered	HCFC1	chr17	17749922	17750404	1000	gene_body
encRegTfbsClustered	REST	chr17	17749925	17750335	102	gene_body
encRegTfbsClustered	MBD2	chr17	17749927	17750337	599	gene_body
encRegTfbsClustered	NFYB	chr17	17749928	17750280	1000	gene_body
encRegTfbsClustered	RAD51	chr17	17749928	17750308	709	gene_body
encRegTfbsClustered	TRIM22	chr17	17749937	17750307	305	gene_body
encRegTfbsClustered	JUND	chr17	17749940	17750230	238	gene_body
encRegTfbsClustered	ZNF407	chr17	17749944	17750328	34	gene_body
encRegTfbsClustered	MYC	chr17	17749950	17750254	304	gene_body
encRegTfbsClustered	RBM25	chr17	17749965	17750325	606	gene_body
encRegTfbsClustered	CBFA2T2	chr17	17749966	17750336	126	gene_body
encRegTfbsClustered	YY1	chr17	17749971	17750322	484	gene_body
encRegTfbsClustered	USF2	chr17	17749973	17750288	1000	gene_body
encRegTfbsClustered	ETS1	chr17	17749976	17750352	880	gene_body
encRegTfbsClustered	IRF3	chr17	17749984	17750268	503	gene_body
encRegTfbsClustered	ZNF217	chr17	17749998	17750354	775	gene_body
encRegTfbsClustered	NFYA	chr17	17750002	17750298	688	gene_body
encRegTfbsClustered	CREM	chr17	17750007	17750531	284	gene_body
encRegTfbsClustered	SUZ12	chr17	17750009	17750279	355	gene_body
encRegTfbsClustered	USF1	chr17	17750018	17750284	1000	gene_body
encRegTfbsClustered	WRNIP1	chr17	17750021	17750397	925	gene_body
encRegTfbsClustered	ATF3	chr17	17750022	17750286	1000	gene_body
encRegTfbsClustered	SIX5	chr17	17750023	17750299	1000	gene_body
encRegTfbsClustered	ESR1	chr17	17750023	17750259	259	gene_body
encRegTfbsClustered	SP1	chr17	17750025	17750296	1000	gene_body
encRegTfbsClustered	PKNOX1	chr17	17750027	17750463	107	gene_body
encRegTfbsClustered	ELF1	chr17	17750032	17750308	174	gene_body
encRegTfbsClustered	SRF	chr17	17750033	17750413	71	gene_body
encRegTfbsClustered	ZNF507	chr17	17750050	17750257	250	gene_body
encRegTfbsClustered	TCF12	chr17	17750053	17750309	586	gene_body
encRegTfbsClustered	PRDM10	chr17	17750055	17750192	45	gene_body
encRegTfbsClustered	CTCF	chr17	17750193	17750449	207	gene_body
encRegTfbsClustered	MLLT1	chr17	17750314	17750890	113	gene_body
encRegTfbsClustered	SRF	chr17	17750752	17751161	1000	gene_body
encRegTfbsClustered	NFATC1	chr17	17750791	17751347	484	gene_body
encRegTfbsClustered	ETV6	chr17	17750808	17751527	321	gene_body
encRegTfbsClustered	ELK1	chr17	17750817	17751167	1000	gene_body
encRegTfbsClustered	RAD21	chr17	17750834	17751090	154	gene_body
encRegTfbsClustered	USF2	chr17	17750841	17751117	228	gene_body
encRegTfbsClustered	CBFB	chr17	17750843	17751642	388	gene_body
encRegTfbsClustered	EED	chr17	17750845	17751325	208	gene_body
encRegTfbsClustered	POLR2A	chr17	17750854	17751374	156	gene_body
encRegTfbsClustered	RUNX3	chr17	17750855	17751219	189	gene_body
encRegTfbsClustered	GABPA	chr17	17750857	17751227	128	gene_body
encRegTfbsClustered	PKNOX1	chr17	17750866	17751324	337	gene_body
encRegTfbsClustered	ZNF143	chr17	17750867	17751151	336	gene_body
encRegTfbsClustered	SPI1	chr17	17750885	17751168	365	gene_body
encRegTfbsClustered	YY1	chr17	17750894	17751448	162	gene_body
encRegTfbsClustered	ELF1	chr17	17750924	17751153	292	gene_body
encRegTfbsClustered	IKZF1	chr17	17750955	17751591	189	gene_body
encRegTfbsClustered	PBX3	chr17	17750963	17751179	694	gene_body
encRegTfbsClustered	GABPB1	chr17	17751006	17751149	27	gene_body
encRegTfbsClustered	ASH2L	chr17	17751204	17753083	443	gene_body
encRegTfbsClustered	ETS1	chr17	17751341	17751601	264	gene_body
encRegTfbsClustered	HNRNPL	chr17	17751344	17751820	172	gene_body
encRegTfbsClustered	AGO2	chr17	17751366	17752030	163	gene_body
encRegTfbsClustered	RBM25	chr17	17751422	17751782	154	gene_body
encRegTfbsClustered	POLR2A	chr17	17751474	17753159	801	gene_body
encRegTfbsClustered	ZNF316	chr17	17751561	17751838	521	gene_body
encRegTfbsClustered	BCL3	chr17	17751588	17752124	418	gene_body
encRegTfbsClustered	ZBTB33	chr17	17751603	17752059	257	gene_body
encRegTfbsClustered	PRPF4	chr17	17751623	17752174	476	gene_body
encRegTfbsClustered	ATF7	chr17	17751667	17752177	63	gene_body
encRegTfbsClustered	ARNT	chr17	17751713	17752189	311	gene_body
encRegTfbsClustered	SIN3A	chr17	17751720	17752901	544	gene_body
encRegTfbsClustered	SMARCA5	chr17	17751753	17752294	596	gene_body
encRegTfbsClustered	MTA3	chr17	17751755	17752279	273	gene_body
encRegTfbsClustered	CTCF	chr17	17751781	17752916	905	gene_body
encRegTfbsClustered	GMEB1	chr17	17751812	17752388	73	gene_body
encRegTfbsClustered	XRCC5	chr17	17751825	17752275	355	gene_body
encRegTfbsClustered	KDM1A	chr17	17751826	17752298	1000	gene_body
encRegTfbsClustered	CHD4	chr17	17751828	17752319	888	gene_body
encRegTfbsClustered	FOXM1	chr17	17751837	17752237	124	gene_body
encRegTfbsClustered	ELK1	chr17	17751841	17752217	120	gene_body
encRegTfbsClustered	HDAC2	chr17	17751848	17752308	1000	gene_body
encRegTfbsClustered	MXI1	chr17	17751855	17752456	597	gene_body
encRegTfbsClustered	TRIM22	chr17	17751856	17752292	497	gene_body
encRegTfbsClustered	MNT	chr17	17751859	17752801	372	gene_body
encRegTfbsClustered	ZKSCAN1	chr17	17751880	17752325	376	gene_body
encRegTfbsClustered	SREBF1	chr17	17751885	17752225	217	gene_body
encRegTfbsClustered	ZMYM3	chr17	17751888	17752264	773	gene_body
encRegTfbsClustered	ZNF444	chr17	17751889	17752345	145	gene_body
encRegTfbsClustered	CHD1	chr17	17751899	17752295	273	gene_body
encRegTfbsClustered	TAF1	chr17	17751899	17752961	379	gene_body
encRegTfbsClustered	L3MBTL2	chr17	17751915	17752439	187	gene_body
encRegTfbsClustered	RFX1	chr17	17751923	17752459	1000	gene_body
encRegTfbsClustered	SMAD5	chr17	17751925	17752790	306	gene_body
encRegTfbsClustered	HDAC1	chr17	17751928	17753042	625	gene_body
encRegTfbsClustered	ZNF143	chr17	17751952	17752444	411	gene_body
encRegTfbsClustered	NRF1	chr17	17751957	17752574	365	gene_body
encRegTfbsClustered	BACH1	chr17	17751964	17752280	456	gene_body
encRegTfbsClustered	RCOR1	chr17	17751968	17752311	889	gene_body
encRegTfbsClustered	BCOR	chr17	17751984	17752152	657	gene_body
encRegTfbsClustered	BMI1	chr17	17751985	17752425	589	gene_body
encRegTfbsClustered	YY1	chr17	17751985	17752999	491	gene_body
encRegTfbsClustered	POLR2G	chr17	17751996	17752818	763	gene_body
encRegTfbsClustered	MYC	chr17	17752011	17752725	558	gene_body
encRegTfbsClustered	ELF1	chr17	17752013	17752983	422	gene_body
encRegTfbsClustered	MYNN	chr17	17752036	17752400	541	gene_body
encRegTfbsClustered	BHLHE40	chr17	17752038	17752391	400	gene_body
encRegTfbsClustered	NCOR1	chr17	17752043	17752613	391	gene_body
encRegTfbsClustered	SMC3	chr17	17752059	17752353	202	gene_body
encRegTfbsClustered	HNRNPLL	chr17	17752065	17752759	427	gene_body
encRegTfbsClustered	CREB1	chr17	17752069	17752479	62	gene_body
encRegTfbsClustered	MBD2	chr17	17752070	17752480	407	gene_body
encRegTfbsClustered	RB1	chr17	17752073	17752591	337	gene_body
encRegTfbsClustered	MAX	chr17	17752076	17752633	450	gene_body
encRegTfbsClustered	SP1	chr17	17752084	17752644	644	gene_body
encRegTfbsClustered	RAD21	chr17	17752085	17752345	368	gene_body
encRegTfbsClustered	CREM	chr17	17752098	17752398	358	gene_body
encRegTfbsClustered	NFYB	chr17	17752102	17752482	323	gene_body
encRegTfbsClustered	E2F6	chr17	17752106	17752436	333	gene_body
encRegTfbsClustered	JUND	chr17	17752109	17752622	197	gene_body
encRegTfbsClustered	PKNOX1	chr17	17752109	17752753	104	gene_body
encRegTfbsClustered	RBM25	chr17	17752110	17752292	782	gene_body
encRegTfbsClustered	USF2	chr17	17752118	17752374	130	gene_body
